rating,review_count,isbn,booktype,author_url,year,dir,rating_count,name,author,genres
4.12,37615,1416914285,good_reads:book,https://www.goodreads.com/author/show/150038.Cassandra_Clare,2007,dir01/256683.City_of_Bones.html,716398,"City of Bones (The Mortal Instruments, #1)",Cassandra_Clare,fantasy|young-adult|fantasy|paranormal|fantasy|urban-fantasy|romance|paranormal|vampires|fantasy|supernatural|paranormal|angels|shapeshifters|werewolves|fantasy|magic
3.86,36670,0770430074,good_reads:book,https://www.goodreads.com/author/show/811.Yann_Martel,2001,dir01/4214.Life_of_Pi.html,794732,Life of Pi,Yann_Martel,fiction|fantasy|book-club|adventure|classics|contemporary|literature|novels|philosophy|cultural|india
3.68,5785,0143039954,good_reads:book,https://www.goodreads.com/author/show/903.Homer,-800,dir01/1381.The_Odyssey.html,560248,The Odyssey,Homer,classics|fiction|poetry|fantasy|mythology|academic|school|literature|fantasy|adventure|academic|read-for-school|epic
3.99,13389,0345803922,good_reads:book,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,1877,dir01/15823480-anna-karenina.html,307786,Anna Karenina,Leo_Tolstoy,classics|fiction|cultural|russia|literature|romance|historical-fiction|novels|literature|russian-literature|book-club|literature|19th-century
3.85,11628,,good_reads:book,https://www.goodreads.com/author/show/5152.Vladimir_Nabokov,1955,dir01/7604.Lolita.html,374886,Lolita,Vladimir_Nabokov,classics|fiction|literature|cultural|russia|novels|romance|book-club|literature|russian-literature
4.01,12532,0385333846,good_reads:book,https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut,1969,dir01/4981.Slaughterhouse_Five.html,630319,Slaughterhouse-Five,Kurt_Vonnegut,fiction|classics|science-fiction|literature|war|historical-fiction|novels|fantasy|literature|american|humor
3.79,18284,0192815431,good_reads:book,https://www.goodreads.com/author/show/4191.Emily_Bront_,1847,dir01/589092.Wuthering_Heights.html,685224,Wuthering Heights,Emily_Bront_,classics|romance|literature|gothic|historical-fiction|novels|literature|19th-century|classics|classic-literature|academic|school
4.0,13703,014038572X,good_reads:book,https://www.goodreads.com/author/show/762707.S_E_Hinton,1967,dir01/231804.The_Outsiders.html,446938,The Outsiders,S_E_Hinton,classics|fiction|young-adult|academic|school|academic|read-for-school|realistic-fiction|historical-fiction|young-adult|coming-of-age|childrens|drama
3.96,9761,0684833395,good_reads:book,https://www.goodreads.com/author/show/3167.Joseph_Heller,1961,dir01/168668.Catch_22.html,396550,"Catch-22 (Catch-22, #1)",Joseph_Heller,classics|literature|american|humor|book-club|classics|modern-classics
4.26,22156,0451207149,good_reads:book,https://www.goodreads.com/author/show/3447.Ken_Follett,1989,dir01/5043.The_Pillars_of_the_Earth.html,332614,"The Pillars of the Earth (The Pillars of the Earth, #1)",Ken_Follett,historical-fiction|fiction|book-club|historical-fiction|medieval|classics|fantasy|novels|adult|adult-fiction|epic
4.12,8326,0340839937,good_reads:book,https://www.goodreads.com/author/show/58.Frank_Herbert,1963,dir01/234225.Dune.html,361984,"Dune (Dune Chronicles, #1)",Frank_Herbert,science-fiction|fiction|fantasy|classics|science-fiction-fantasy|science-fiction|space-opera|novels|adventure|speculative-fiction|epic
3.77,31737,0316769177,good_reads:book,https://www.goodreads.com/author/show/819789.J_D_Salinger,1951,dir01/5107.The_Catcher_in_the_Rye.html,1500230,The Catcher in the Rye,J_D_Salinger,classics|fiction|young-adult|literature|academic|school|novels|young-adult|coming-of-age|literature|american|young-adult|high-school|academic|read-for-school
4.02,7320,038039586X,good_reads:book,https://www.goodreads.com/author/show/7717.Richard_Adams,1972,dir01/76620.Watership_Down.html,217315,Watership Down,Richard_Adams,classics|fiction|fantasy|young-adult|animals|childrens|adventure|literature|novels|book-club
3.84,38222,0743273567,good_reads:book,https://www.goodreads.com/author/show/3190.F_Scott_Fitzgerald,1925,dir01/4671.The_Great_Gatsby.html,1803088,The Great Gatsby,F_Scott_Fitzgerald,classics|fiction|literature|academic|school|historical-fiction|romance|book-club|novels|young-adult|high-school|academic|read-for-school
4.31,9713,0385199570,good_reads:book,https://www.goodreads.com/author/show/3389.Stephen_King,1978,dir01/149267.The_Stand.html,316586,The Stand,Stephen_King,science-fiction|science-fiction|dystopia|science-fiction|apocalyptic|suspense|novels|science-fiction-fantasy|fantasy|supernatural|adult|mystery|adult-fiction
4.03,26761,0743454537,good_reads:book,https://www.goodreads.com/author/show/7128.Jodi_Picoult,2004,dir01/10917.My_Sister_s_Keeper.html,646158,My Sister's Keeper,Jodi_Picoult,fiction|womens-fiction|chick-lit|book-club|drama|adult|contemporary|young-adult|adult-fiction|realistic-fiction|novels
3.7,12050,0141439475,good_reads:book,https://www.goodreads.com/author/show/11139.Mary_Shelley,1818,dir01/18490.Frankenstein.html,625571,Frankenstein,Mary_Shelley,academic|school|academic|read-for-school|classics|classic-literature|literature|19th-century|european-literature|british-literature|young-adult|high-school|adult|science-fiction-fantasy
3.7,8925,0192833596,good_reads:book,https://www.goodreads.com/author/show/239579.Charles_Dickens,1861,dir01/2623.Great_Expectations.html,341308,Great Expectations,Charles_Dickens,classics|fiction|literature|historical-fiction|academic|school|novels|classics|classic-literature|european-literature|british-literature|literature|19th-century|academic|read-for-school
4.22,12309,0061120073,good_reads:book,https://www.goodreads.com/author/show/2327917.Betty_Smith,1943,dir01/14891.A_Tree_Grows_in_Brooklyn.html,227813,A Tree Grows in Brooklyn,Betty_Smith,classics|fiction|book-club|historical-fiction|young-adult|young-adult|coming-of-age|literature|novels|new-york|adult
4.27,3329,0192835084,good_reads:book,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,1892,dir01/3590.The_Adventures_of_Sherlock_Holmes.html,119128,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur_Conan_Doyle,classics|mystery|fiction|short-stories|mystery|crime|mystery|detective|literature|adventure|european-literature|british-literature|historical-fiction
4.04,7686,0007205236,good_reads:book,https://www.goodreads.com/author/show/3347.Frank_McCourt,1996,dir01/252577.Angela_s_Ashes.html,316412,"Angela's Ashes (Frank McCourt, #1)",Frank_McCourt,non-fiction|autobiography|memoir|cultural|ireland|classics|biography|autobiography|biography-memoir|history|european-literature|irish-literature|book-club|biography
4.16,5130,0451163966,good_reads:book,https://www.goodreads.com/author/show/7285.Ken_Kesey,1962,dir01/332613.One_Flew_Over_the_Cuckoo_s_Nest.html,375638,One Flew Over the Cuckoo's Nest,Ken_Kesey,classics|literature|psychology|academic|school|literature|american|contemporary|fiction|mental-health|mental-illness|adult-fiction|classics|modern-classics
3.98,15207,038549081X,good_reads:book,https://www.goodreads.com/author/show/3472.Margaret_Atwood,1985,dir01/38447.The_Handmaid_s_Tale.html,361917,The Handmaid's Tale,Margaret_Atwood,fiction|science-fiction|dystopia|classics|science-fiction|feminism|book-club|fantasy|literature|cultural|canada|novels
3.94,31472,0307265439,good_reads:book,https://www.goodreads.com/author/show/4178.Cormac_McCarthy,2006,dir01/6288.The_Road.html,399166,The Road,Cormac_McCarthy,science-fiction|apocalyptic|post-apocalyptic|science-fiction|dystopia|horror|book-club|literature|classics|novels|contemporary|science-fiction|apocalyptic
3.94,9589,0061148512,good_reads:book,https://www.goodreads.com/author/show/4379.Sylvia_Plath,1963,dir01/6514.The_Bell_Jar.html,301713,The Bell Jar,Sylvia_Plath,classics|fiction|psychology|literature|feminism|mental-health|mental-illness|poetry
3.98,16612,0060786507,good_reads:book,https://www.goodreads.com/author/show/3541.Barbara_Kingsolver,1998,dir01/7244.The_Poisonwood_Bible.html,449361,The Poisonwood Bible,Barbara_Kingsolver,fiction|historical-fiction|cultural|africa|book-club|classics|literature|novels|contemporary|adult-fiction|religion
4.17,9775,0316323705,good_reads:book,https://www.goodreads.com/author/show/2001717.Daphne_du_Maurier,1938,dir01/17899948-rebecca.html,216763,Rebecca,Daphne_du_Maurier,classics|fiction|mystery|romance|gothic|book-club|historical-fiction|suspense|literature|european-literature|british-literature
4.13,5567,0671727796,good_reads:book,https://www.goodreads.com/author/show/7380.Alice_Walker,1982,dir01/11486.The_Color_Purple.html,297036,The Color Purple,Alice_Walker,fiction|historical-fiction|classics|literature|cultural|african-american|feminism|novels|adult|adult-fiction|literature|american
3.95,6345,0393312836,good_reads:book,https://www.goodreads.com/author/show/5735.Anthony_Burgess,1962,dir01/227463.A_Clockwork_Orange.html,328471,A Clockwork Orange,Anthony_Burgess,classics|science-fiction|science-fiction|dystopia|literature|novels|european-literature|british-literature|adult
4.28,5226,0374528373,good_reads:book,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky,1880,dir01/4934.The_Brothers_Karamazov.html,119574,The Brothers Karamazov,Fyodor_Dostoyevsky,classics|fiction|cultural|russia|literature|literature|russian-literature|philosophy|novels|literature|19th-century|classics|classic-literature|religion
4.23,12644,0156012197,good_reads:book,https://www.goodreads.com/author/show/1020792.Antoine_de_Saint_Exup_ry,1940,dir01/157993.The_Little_Prince.html,456663,The Little Prince,Antoine_de_Saint_Exup_ry,young-adult|childrens|philosophy|classics|novels|fantasy|cultural|france|fiction|childrens|juvenile|adventure
4.44,35009,0553588486,good_reads:book,https://www.goodreads.com/author/show/346732.George_R_R_Martin,1996,dir01/13496.A_Game_of_Thrones.html,813425,"A Game of Thrones (A Song of Ice and Fire, #1)",George_R_R_Martin,fiction|fantasy|epic-fantasy|science-fiction-fantasy|adult|adventure|fantasy|high-fantasy|epic|fantasy|dragons|science-fiction|novels
3.66,11888,0452011876,good_reads:book,https://www.goodreads.com/author/show/432.Ayn_Rand,1957,dir01/662.Atlas_Shrugged.html,212339,Atlas Shrugged,Ayn_Rand,fiction|classics|philosophy|literature|politics|science-fiction|science-fiction|dystopia|novels|economics
4.14,21408,0440242940,good_reads:book,https://www.goodreads.com/author/show/3617.Diana_Gabaldon,1991,dir01/10964.Outlander.html,304238,"Outlander (Outlander, #1)",Diana_Gabaldon,historical-fiction|romance|fantasy|fiction|science-fiction|time-travel|romance|historical-romance|adult|cultural|scotland|book-club|science-fiction
4.18,31846,0786838655,good_reads:book,https://www.goodreads.com/author/show/15872.Rick_Riordan,2005,dir01/28187.The_Lightning_Thief.html,806465,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick_Riordan,fantasy|young-adult|fantasy|mythology|fiction|adventure|childrens|childrens|middle-grade|mythology|greek-mythology|fantasy|urban-fantasy|fantasy|magic
4.2,34026,0671027344,good_reads:book,https://www.goodreads.com/author/show/12898.Stephen_Chbosky,1999,dir01/22628.The_Perks_of_Being_a_Wallflower.html,579402,The Perks of Being a Wallflower,Stephen_Chbosky,young-adult|fiction|realistic-fiction|contemporary|young-adult|coming-of-age|romance|young-adult|teen|book-club
3.94,7302,0553208845,good_reads:book,https://www.goodreads.com/author/show/1113469.Hermann_Hesse,1922,dir01/52036.Siddhartha.html,269635,Siddhartha,Hermann_Hesse,classics|fiction|philosophy|literature|religion|spirituality|religion|buddhism|european-literature|german-literature|novels|historical-fiction
3.82,3602,0142437239,good_reads:book,https://www.goodreads.com/author/show/4037220.Miguel_de_Cervantes_Saavedra,1605,dir01/3836.Don_Quixote.html,104118,Don Quixote,Miguel_de_Cervantes_Saavedra,classics|fiction|literature|european-literature|spanish-literature|adventure|novels|historical-fiction|cultural|spain|humor|classics|classic-literature
4.21,46332,1594480001,good_reads:book,https://www.goodreads.com/author/show/569.Khaled_Hosseini,2002,dir01/77203.The_Kite_Runner.html,1268863,The Kite Runner,Khaled_Hosseini,fiction|historical-fiction|book-club|contemporary|novels|literature|classics|adult-fiction|adult|drama
4.21,8768,0552135399,good_reads:book,https://www.goodreads.com/author/show/3075.John_Irving,1989,dir01/4473.A_Prayer_for_Owen_Meany.html,185806,A Prayer for Owen Meany,John_Irving,fiction|classics|book-club|literature|contemporary|novels|literary-fiction|adult-fiction|literature|american|adult
4.16,14968,,good_reads:book,https://www.goodreads.com/author/show/137902.Richelle_Mead,2007,dir01/18660669-vampire-academy.html,297022,"Vampire Academy (Vampire Academy, #1)",Richelle_Mead,young-adult|teen|young-adult|fantasy|paranormal|vampires|fantasy|paranormal|young-adult|young-adult-fantasy|romance|young-adult|high-school|romance|paranormal-romance|love
4.2,34030,1451696191,good_reads:book,https://www.goodreads.com/author/show/12898.Stephen_Chbosky,1999,dir01/13573503-the-perks-of-being-a-wallflower.html,579497,The Perks of Being a Wallflower,Stephen_Chbosky,young-adult|fiction|realistic-fiction|young-adult|coming-of-age|contemporary|romance|young-adult|teen|book-club|classics|novels
4.06,55616,0307269752,good_reads:book,https://www.goodreads.com/author/show/706255.Stieg_Larsson,2005,dir01/2429135.The_Girl_with_the_Dragon_Tattoo.html,1219742,"The Girl with the Dragon Tattoo (Millennium, #1)",Stieg_Larsson,mystery|crime|book-club|suspense|thriller|mystery-thriller|contemporary|adult|adult-fiction|mystery|novels|thriller
4.13,14120,0312353766,good_reads:book,https://www.goodreads.com/author/show/626222.Anita_Diamant,1997,dir01/4989.The_Red_Tent.html,335756,The Red Tent,Anita_Diamant,historical-fiction|fiction|book-club|religion|adult-fiction|adult|novels|womens|literature|christian
3.4,7564,0142437247,good_reads:book,https://www.goodreads.com/author/show/1624.Herman_Melville,1851,dir01/153747.Moby_Dick_or_The_Whale.html,309450,"Moby-Dick; or, The Whale",Herman_Melville,classics|literature|adventure|novels|historical-fiction|literature|american|classics|classic-literature|literature|19th-century
4.03,13892,0553816713,good_reads:book,https://www.goodreads.com/author/show/2345.Nicholas_Sparks,1996,dir01/15931.The_Notebook.html,836208,"The Notebook (The Notebook, #1)",Nicholas_Sparks,love|romance|realistic-fiction|classics|young-adult|novels|romance|contemporary-romance|young-adult|high-school|contemporary|womens-fiction|chick-lit
4.25,6520,0141301066,good_reads:book,https://www.goodreads.com/author/show/4273.Roald_Dahl,1988,dir01/39988.Matilda.html,301881,Matilda,Roald_Dahl,childrens|fantasy|young-adult|classics
4.0,12509,0451529308,good_reads:book,https://www.goodreads.com/author/show/1315.Louisa_May_Alcott,1868,dir01/1934.Little_Women.html,968323,"Little Women (Little Women, #1)",Louisa_May_Alcott,classics|young-adult|historical-fiction|romance|literature|childrens|classics|classic-literature|literature|19th-century|womens-fiction|chick-lit|literature|american
