4.03,20937,0739326228,good_reads:book,https://www.goodreads.com/author/show/614.Arthur_Golden,1997,/genres/fiction|/genres/historical-fiction|/genres/romance|/genres/cultural|/genres/japan|/genres/classics|/genres/book-club|/genres/adult|/genres/contemporary|/genres/adult-fiction|/genres/novels,dir01/930.Memoirs_of_a_Geisha.html,1042679,Memoirs of a Geisha
3.72,34959,0307277674,good_reads:book,https://www.goodreads.com/author/show/630.Dan_Brown,2003,/genres/mystery|/genres/thriller|/genres/suspense|/genres/historical-fiction|/genres/adventure|/genres/thriller|/genres/mystery-thriller|/genres/novels|/genres/adult|/genres/mystery|/genres/crime|/genres/adult-fiction,dir01/968.The_Da_Vinci_Code.html,1220657,"The Da Vinci Code (Robert Langdon, #2)"
4.36,69524,0375831002,good_reads:book,https://www.goodreads.com/author/show/11466.Markus_Zusak,2005,/genres/historical-fiction|/genres/young-adult|/genres/fiction|/genres/book-club|/genres/world-war-ii|/genres/holocaust|/genres/war|/genres/history|/genres/world-war-ii|/genres/classics|/genres/young-adult|/genres/teen|/genres/fantasy,dir01/19063.The_Book_Thief.html,675431,The Book Thief
4.05,5516,0451527747,good_reads:book,https://www.goodreads.com/author/show/8164.Lewis_Carroll,1865,/genres/classics|/genres/childrens|/genres/young-adult|/genres/literature|/genres/adventure|/genres/novels|/genres/european-literature|/genres/british-literature|/genres/literature|/genres/19th-century|/genres/classics|/genres/classic-literature|/genres/childrens|/genres/juvenile,dir01/24213.Alice_s_Adventures_in_Wonderland_Through_the_Looking_Glass.html,301702,Alice's Adventures in Wonderland & Through the Looking-Glass
3.72,10156,0743477111,good_reads:book,https://www.goodreads.com/author/show/947.William_Shakespeare,1597,/genres/classics|/genres/plays|/genres/fiction|/genres/romance|/genres/academic|/genres/school|/genres/drama|/genres/literature|/genres/academic|/genres/read-for-school|/genres/young-adult|/genres/high-school,dir01/18135.Romeo_and_Juliet.html,1211146,Romeo and Juliet
4.09,10082,0451525264,good_reads:book,https://www.goodreads.com/author/show/13661.Victor_Hugo,1862,/genres/classics|/genres/historical-fiction|/genres/literature|/genres/cultural|/genres/france|/genres/novels|/genres/romance|/genres/european-literature|/genres/french-literature|/genres/classics|/genres/classic-literature|/genres/literature|/genres/19th-century|/genres/drama,dir01/24280.Les_Mis_rables.html,418004,Les Mis̩rables
3.92,38061,,good_reads:book,https://www.goodreads.com/author/show/498072.Audrey_Niffenegger,2003,/genres/fiction|/genres/romance|/genres/fantasy|/genres/science-fiction|/genres/time-travel|/genres/science-fiction|/genres/book-club|/genres/contemporary|/genres/womens-fiction|/genres/chick-lit|/genres/adult|/genres/adult-fiction,dir01/18619684-the-time-traveler-s-wife.html,927254,The Time Traveler's Wife
4.58,1314,0345538374,good_reads:book,https://www.goodreads.com/author/show/656983.J_R_R_Tolkien,1973,/genres/fantasy|/genres/classics|/genres/science-fiction-fantasy|/genres/adventure|/genres/fantasy|/genres/epic-fantasy|/genres/literature|/genres/young-adult|/genres/epic|/genres/fantasy|/genres/high-fantasy|/genres/novels,dir01/30.J_R_R_Tolkien_4_Book_Boxed_Set.html,68495,J.R.R. Tolkien 4-Book Boxed Set
3.60,18039,0140283331,good_reads:book,https://www.goodreads.com/author/show/306.William_Golding,1954,/genres/classics|/genres/academic|/genres/school|/genres/literature|/genres/science-fiction|/genres/dystopia|/genres/academic|/genres/read-for-school|/genres/novels|/genres/young-adult|/genres/adventure|/genres/young-adult|/genres/high-school|/genres/horror,dir01/7624.Lord_of_the_Flies.html,1232126,Lord of the Flies
4.28,30815,0812550706,good_reads:book,https://www.goodreads.com/author/show/589.Orson_Scott_Card,1985,/genres/science-fiction|/genres/young-adult|/genres/fantasy|/genres/classics|/genres/science-fiction|/genres/dystopia|/genres/book-club|/genres/science-fiction-fantasy|/genres/war|/genres/adventure|/genres/novels,dir01/375802.Ender_s_Game.html,624730,"Ender's Game (The Ender Quintet, #1)"
4.02,11942,0375751513,good_reads:book,https://www.goodreads.com/author/show/3565.Oscar_Wilde,1890,/genres/classics|/genres/fiction|/genres/horror|/genres/literature|/genres/fantasy|/genres/gothic|/genres/novels|/genres/literature|/genres/19th-century|/genres/book-club|/genres/european-literature|/genres/british-literature,dir01/5297.The_Picture_of_Dorian_Gray.html,409478,The Picture of Dorian Gray
4.14,8681,0143058142,good_reads:book,https://www.goodreads.com/author/show/3137322.Fyodor_Dostoyevsky,1866,/genres/classics|/genres/cultural|/genres/russia|/genres/literature|/genres/literature|/genres/russian-literature|/genres/mystery|/genres/crime|/genres/philosophy|/genres/academic|/genres/school|/genres/literature|/genres/19th-century|/genres/novels|/genres/classics|/genres/classic-literature,dir01/7144.Crime_and_Punishment.html,294297,Crime and Punishment
4.11,8897,0064410935,good_reads:book,https://www.goodreads.com/author/show/988142.E_B_White,1952,/genres/childrens|/genres/fiction|/genres/classics|/genres/young-adult|/genres/animals|/genres/childrens|/genres/juvenile|/genres/fantasy|/genres/academic|/genres/school|/genres/childrens|/genres/middle-grade|/genres/childrens|/genres/chapter-books,dir01/24178.Charlotte_s_Web.html,662707,Charlotte's Web
4.20,8678,0451528824,good_reads:book,https://www.goodreads.com/author/show/5350.L_M_Montgomery,1908,/genres/fiction|/genres/young-adult|/genres/classics|/genres/childrens|/genres/historical-fiction|/genres/cultural|/genres/canada|/genres/literature|/genres/childrens|/genres/juvenile|/genres/romance|/genres/young-adult|/genres/coming-of-age,dir01/8127.Anne_of_Green_Gables.html,393594,"Anne of Green Gables (Anne of Green Gables, #1)"
3.75,36955,0061122416,good_reads:book,https://www.goodreads.com/author/show/566.Paulo_Coelho,1988,/genres/fiction|/genres/classics|/genres/fantasy|/genres/philosophy|/genres/book-club|/genres/novels|/genres/spirituality|/genres/literature|/genres/inspirational|/genres/adventure,dir01/865.The_Alchemist.html,876518,The Alchemist
3.94,18581,0007491565,good_reads:book,https://www.goodreads.com/author/show/1630.Ray_Bradbury,1953,/genres/classics|/genres/fiction|/genres/science-fiction|/genres/science-fiction|/genres/dystopia|/genres/literature|/genres/academic|/genres/school|/genres/fantasy|/genres/science-fiction-fantasy,dir01/17470674-fahrenheit-451.html,783133,Fahrenheit 451
4.43,112279,0525478817,good_reads:book,https://www.goodreads.com/author/show/1406384.John_Green,2012,/genres/young-adult|/genres/book-club|/genres/drama,dir01/11870085-the-fault-in-our-stars.html,1150626,The Fault in Our Stars
3.79,15833,0142000671,good_reads:book,https://www.goodreads.com/author/show/585.John_Steinbeck,1937,/genres/fiction|/genres/classics|/genres/academic|/genres/school|/genres/literature|/genres/historical-fiction|/genres/academic|/genres/read-for-school|/genres/novels|/genres/young-adult|/genres/high-school|/genres/literature|/genres/american|/genres/classics|/genres/classic-literature,dir01/890.Of_Mice_and_Men.html,1070755,Of Mice and Men
4.04,13214,0440498058,good_reads:book,https://www.goodreads.com/author/show/106.Madeleine_L_Engle,1962,/genres/fantasy|/genres/young-adult|/genres/classics|/genres/science-fiction|/genres/childrens|/genres/science-fiction-fantasy|/genres/science-fiction|/genres/time-travel|/genres/adventure|/genres/childrens|/genres/middle-grade|/genres/childrens|/genres/juvenile,dir01/18131.A_Wrinkle_in_Time.html,420001,"A Wrinkle in Time (A Wrinkle in Time Quintet, #1)"
3.94,11736,0393970124,good_reads:book,https://www.goodreads.com/author/show/6988.Bram_Stoker,1897,/genres/classics|/genres/horror|/genres/fiction|/genres/fantasy|/genres/paranormal|/genres/vampires|/genres/gothic|/genres/literature|/genres/fantasy|/genres/paranormal|/genres/fantasy|/genres/supernatural|/genres/novels,dir01/17245.Dracula.html,429079,Dracula
4.24,10614,0345418263,good_reads:book,https://www.goodreads.com/author/show/12521.William_Goldman,1973,/genres/fantasy|/genres/classics|/genres/romance|/genres/humor|/genres/young-adult|/genres/adventure|/genres/science-fiction-fantasy|/genres/fantasy|/genres/fairy-tales|/genres/humor|/genres/comedy|/genres/book-club,dir01/21787.The_Princess_Bride.html,457219,The Princess Bride
3.93,12622,0060929871,good_reads:book,https://www.goodreads.com/author/show/3487.Aldous_Huxley,1932,/genres/classics|/genres/science-fiction|/genres/science-fiction|/genres/dystopia|/genres/academic|/genres/school|/genres/novels|/genres/fantasy|/genres/science-fiction-fantasy|/genres/philosophy|/genres/young-adult|/genres/high-school|/genres/european-literature|/genres/british-literature,dir01/5129.Brave_New_World.html,751377,Brave New World
4.44,70247,0399155341,good_reads:book,https://www.goodreads.com/author/show/1943477.Kathryn_Stockett,2009,/genres/book-club|/genres/historical-fiction|/genres/adult-fiction|/genres/womens-fiction|/genres/chick-lit|/genres/drama|/genres/american|/genres/southern|/genres/classics|/genres/contemporary|/genres/realistic-fiction|/genres/novels,dir01/4667024-the-help.html,1091909,The Help
3.99,14777,0060531045,good_reads:book,https://www.goodreads.com/author/show/13450.Gabriel_Garc_a_M_rquez,1967,/genres/fiction|/genres/classics|/genres/magical-realism|/genres/literature|/genres/novels|/genres/fantasy|/genres/historical-fiction|/genres/european-literature|/genres/spanish-literature|/genres/book-club|/genres/cultural|/genres/latin-american,dir01/320.One_Hundred_Years_of_Solitude.html,419719,One Hundred Years of Solitude
4.07,22713,0142437204,good_reads:book,https://www.goodreads.com/author/show/1036615.Charlotte_Bront_,1847,/genres/fiction|/genres/romance|/genres/literature|/genres/historical-fiction|/genres/gothic|/genres/academic|/genres/school|/genres/novels|/genres/classics|/genres/classic-literature|/genres/european-literature|/genres/british-literature|/genres/literature|/genres/19th-century,dir01/10210.Jane_Eyre.html,893232,Jane Eyre
4.23,6228,0099408392,good_reads:book,https://www.goodreads.com/author/show/4489.Maurice_Sendak,1963,/genres/childrens|/genres/childrens|/genres/picture-books|/genres/classics|/genres/fiction|/genres/fantasy|/genres/adventure|/genres/young-adult|/genres/kids|/genres/childrens|/genres/juvenile|/genres/animals,dir01/19543.Where_the_Wild_Things_Are.html,426455,Where the Wild Things Are
3.78,9056,0142437174,good_reads:book,https://www.goodreads.com/author/show/1244.Mark_Twain,1884,/genres/classics|/genres/fiction|/genres/young-adult|/genres/historical-fiction|/genres/academic|/genres/school|/genres/adventure|/genres/novels|/genres/childrens|/genres/academic|/genres/read-for-school|/genres/literature|/genres/american,dir01/2956.The_Adventures_of_Huckleberry_Finn.html,824146,The Adventures of Huckleberry Finn
3.72,31131,0316166685,good_reads:book,https://www.goodreads.com/author/show/316.Alice_Sebold,2002,/genres/fiction|/genres/mystery|/genres/young-adult|/genres/contemporary|/genres/fantasy|/genres/book-club|/genres/mystery|/genres/crime|/genres/adult|/genres/adult-fiction|/genres/drama,dir01/12232938-the-lovely-bones.html,1190963,The Lovely Bones
4.30,33912,1594489505,good_reads:book,https://www.goodreads.com/author/show/569.Khaled_Hosseini,2007,/genres/fiction|/genres/historical-fiction|/genres/book-club|/genres/contemporary|/genres/novels|/genres/adult-fiction|/genres/adult|/genres/literature|/genres/drama|/genres/war,dir01/128029.A_Thousand_Splendid_Suns.html,563920,A Thousand Splendid Suns
4.09,8839,0517189607,good_reads:book,https://www.goodreads.com/author/show/2041.Frances_Hodgson_Burnett,1911,/genres/historical-fiction|/genres/childrens|/genres/young-adult|/genres/literature|/genres/classics|/genres/childrens|/genres/juvenile|/genres/childrens|/genres/middle-grade|/genres/european-literature|/genres/british-literature|/genres/classics|/genres/classic-literature|/genres/fiction,dir01/2998.The_Secret_Garden.html,469736,The Secret Garden
4.05,50663,1565125606,good_reads:book,https://www.goodreads.com/author/show/24556.Sara_Gruen,2006,/genres/book-club|/genres/contemporary|/genres/fiction|/genres/literary-fiction|/genres/classics|/genres/media-tie-in|/genres/movies|/genres/historical-fiction|/genres/cultural|/genres/canada|/genres/modern|/genres/romance|/genres/love-story,dir01/43641.Water_for_Elephants.html,885435,Water for Elephants
4.29,5426,0394800168,good_reads:book,https://www.goodreads.com/author/show/61105.Dr_Seuss,1960,/genres/childrens|/genres/childrens|/genres/picture-books|/genres/classics|/genres/poetry|/genres/humor|/genres/fantasy|/genres/kids|/genres/young-adult|/genres/food-and-drink|/genres/food|/genres/childrens|/genres/juvenile,dir01/23772.Green_Eggs_and_Ham.html,362840,Green Eggs and Ham
3.79,18287,0393978893,good_reads:book,https://www.goodreads.com/author/show/4191.Emily_Bront_,1847,/genres/classics|/genres/romance|/genres/literature|/genres/gothic|/genres/historical-fiction|/genres/novels|/genres/literature|/genres/19th-century|/genres/classics|/genres/classic-literature|/genres/academic|/genres/school,dir01/6185.Wuthering_Heights.html,685269,Wuthering Heights
4.34,82098,0062024035,good_reads:book,https://www.goodreads.com/author/show/4039811.Veronica_Roth,2011,/genres/young-adult|/genres/science-fiction|/genres/dystopia|/genres/fiction|/genres/fantasy|/genres/science-fiction|/genres/romance,dir01/13335037-divergent.html,1127983,"Divergent (Divergent, #1)"
3.76,9390,0141439602,good_reads:book,https://www.goodreads.com/author/show/239579.Charles_Dickens,1859,/genres/classics|/genres/fiction|/genres/historical-fiction|/genres/literature|/genres/academic|/genres/school|/genres/novels|/genres/classics|/genres/classic-literature|/genres/european-literature|/genres/british-literature|/genres/literature|/genres/19th-century|/genres/cultural|/genres/france,dir01/1953.A_Tale_of_Two_Cities.html,509640,A Tale of Two Cities
4.12,37615,1416914285,good_reads:book,https://www.goodreads.com/author/show/150038.Cassandra_Clare,2007,/genres/fantasy|/genres/young-adult|/genres/fantasy|/genres/paranormal|/genres/fantasy|/genres/urban-fantasy|/genres/romance|/genres/paranormal|/genres/vampires|/genres/fantasy|/genres/supernatural|/genres/paranormal|/genres/angels|/genres/shapeshifters|/genres/werewolves|/genres/fantasy|/genres/magic,dir01/256683.City_of_Bones.html,716398,"City of Bones (The Mortal Instruments, #1)"
3.86,36670,0770430074,good_reads:book,https://www.goodreads.com/author/show/811.Yann_Martel,2001,/genres/fiction|/genres/fantasy|/genres/book-club|/genres/adventure|/genres/classics|/genres/contemporary|/genres/literature|/genres/novels|/genres/philosophy|/genres/cultural|/genres/india,dir01/4214.Life_of_Pi.html,794732,Life of Pi
3.68,5785,0143039954,good_reads:book,https://www.goodreads.com/author/show/903.Homer,-800,/genres/classics|/genres/fiction|/genres/poetry|/genres/fantasy|/genres/mythology|/genres/academic|/genres/school|/genres/literature|/genres/fantasy|/genres/adventure|/genres/academic|/genres/read-for-school|/genres/epic,dir01/1381.The_Odyssey.html,560248,The Odyssey
3.99,13389,0345803922,good_reads:book,https://www.goodreads.com/author/show/128382.Leo_Tolstoy,1877,/genres/classics|/genres/fiction|/genres/cultural|/genres/russia|/genres/literature|/genres/romance|/genres/historical-fiction|/genres/novels|/genres/literature|/genres/russian-literature|/genres/book-club|/genres/literature|/genres/19th-century,dir01/15823480-anna-karenina.html,307786,Anna Karenina
3.85,11628,,good_reads:book,https://www.goodreads.com/author/show/5152.Vladimir_Nabokov,1955,/genres/classics|/genres/fiction|/genres/literature|/genres/cultural|/genres/russia|/genres/novels|/genres/romance|/genres/book-club|/genres/literature|/genres/russian-literature,dir01/7604.Lolita.html,374886,Lolita
4.01,12532,0385333846,good_reads:book,https://www.goodreads.com/author/show/2778055.Kurt_Vonnegut,1969,/genres/fiction|/genres/classics|/genres/science-fiction|/genres/literature|/genres/war|/genres/historical-fiction|/genres/novels|/genres/fantasy|/genres/literature|/genres/american|/genres/humor,dir01/4981.Slaughterhouse_Five.html,630319,Slaughterhouse-Five
3.79,18284,0192815431,good_reads:book,https://www.goodreads.com/author/show/4191.Emily_Bront_,1847,/genres/classics|/genres/romance|/genres/literature|/genres/gothic|/genres/historical-fiction|/genres/novels|/genres/literature|/genres/19th-century|/genres/classics|/genres/classic-literature|/genres/academic|/genres/school,dir01/589092.Wuthering_Heights.html,685224,Wuthering Heights
4.00,13703,014038572X,good_reads:book,https://www.goodreads.com/author/show/762707.S_E_Hinton,1967,/genres/classics|/genres/fiction|/genres/young-adult|/genres/academic|/genres/school|/genres/academic|/genres/read-for-school|/genres/realistic-fiction|/genres/historical-fiction|/genres/young-adult|/genres/coming-of-age|/genres/childrens|/genres/drama,dir01/231804.The_Outsiders.html,446938,The Outsiders
3.96,9761,0684833395,good_reads:book,https://www.goodreads.com/author/show/3167.Joseph_Heller,1961,/genres/classics|/genres/literature|/genres/american|/genres/humor|/genres/book-club|/genres/classics|/genres/modern-classics,dir01/168668.Catch_22.html,396550,"Catch-22 (Catch-22, #1)"
4.26,22156,0451207149,good_reads:book,https://www.goodreads.com/author/show/3447.Ken_Follett,1989,/genres/historical-fiction|/genres/fiction|/genres/book-club|/genres/historical-fiction|/genres/medieval|/genres/classics|/genres/fantasy|/genres/novels|/genres/adult|/genres/adult-fiction|/genres/epic,dir01/5043.The_Pillars_of_the_Earth.html,332614,"The Pillars of the Earth (The Pillars of the Earth, #1)"
4.12,8326,0340839937,good_reads:book,https://www.goodreads.com/author/show/58.Frank_Herbert,1963,/genres/science-fiction|/genres/fiction|/genres/fantasy|/genres/classics|/genres/science-fiction-fantasy|/genres/science-fiction|/genres/space-opera|/genres/novels|/genres/adventure|/genres/speculative-fiction|/genres/epic,dir01/234225.Dune.html,361984,"Dune (Dune Chronicles, #1)"
3.77,31737,0316769177,good_reads:book,https://www.goodreads.com/author/show/819789.J_D_Salinger,1951,/genres/classics|/genres/fiction|/genres/young-adult|/genres/literature|/genres/academic|/genres/school|/genres/novels|/genres/young-adult|/genres/coming-of-age|/genres/literature|/genres/american|/genres/young-adult|/genres/high-school|/genres/academic|/genres/read-for-school,dir01/5107.The_Catcher_in_the_Rye.html,1500230,The Catcher in the Rye
4.02,7320,038039586X,good_reads:book,https://www.goodreads.com/author/show/7717.Richard_Adams,1972,/genres/classics|/genres/fiction|/genres/fantasy|/genres/young-adult|/genres/animals|/genres/childrens|/genres/adventure|/genres/literature|/genres/novels|/genres/book-club,dir01/76620.Watership_Down.html,217315,Watership Down
3.84,38222,0743273567,good_reads:book,https://www.goodreads.com/author/show/3190.F_Scott_Fitzgerald,1925,/genres/classics|/genres/fiction|/genres/literature|/genres/academic|/genres/school|/genres/historical-fiction|/genres/romance|/genres/book-club|/genres/novels|/genres/young-adult|/genres/high-school|/genres/academic|/genres/read-for-school,dir01/4671.The_Great_Gatsby.html,1803088,The Great Gatsby
4.31,9713,0385199570,good_reads:book,https://www.goodreads.com/author/show/3389.Stephen_King,1978,/genres/science-fiction|/genres/science-fiction|/genres/dystopia|/genres/science-fiction|/genres/apocalyptic|/genres/suspense|/genres/novels|/genres/science-fiction-fantasy|/genres/fantasy|/genres/supernatural|/genres/adult|/genres/mystery|/genres/adult-fiction,dir01/149267.The_Stand.html,316586,The Stand
4.03,26761,0743454537,good_reads:book,https://www.goodreads.com/author/show/7128.Jodi_Picoult,2004,/genres/fiction|/genres/womens-fiction|/genres/chick-lit|/genres/book-club|/genres/drama|/genres/adult|/genres/contemporary|/genres/young-adult|/genres/adult-fiction|/genres/realistic-fiction|/genres/novels,dir01/10917.My_Sister_s_Keeper.html,646158,My Sister's Keeper
3.70,12050,0141439475,good_reads:book,https://www.goodreads.com/author/show/11139.Mary_Shelley,1818,/genres/academic|/genres/school|/genres/academic|/genres/read-for-school|/genres/classics|/genres/classic-literature|/genres/literature|/genres/19th-century|/genres/european-literature|/genres/british-literature|/genres/young-adult|/genres/high-school|/genres/adult|/genres/science-fiction-fantasy,dir01/18490.Frankenstein.html,625571,Frankenstein
3.70,8925,0192833596,good_reads:book,https://www.goodreads.com/author/show/239579.Charles_Dickens,1861,/genres/classics|/genres/fiction|/genres/literature|/genres/historical-fiction|/genres/academic|/genres/school|/genres/novels|/genres/classics|/genres/classic-literature|/genres/european-literature|/genres/british-literature|/genres/literature|/genres/19th-century|/genres/academic|/genres/read-for-school,dir01/2623.Great_Expectations.html,341308,Great Expectations
4.22,12309,0061120073,good_reads:book,https://www.goodreads.com/author/show/2327917.Betty_Smith,1943,/genres/classics|/genres/fiction|/genres/book-club|/genres/historical-fiction|/genres/young-adult|/genres/young-adult|/genres/coming-of-age|/genres/literature|/genres/novels|/genres/new-york|/genres/adult,dir01/14891.A_Tree_Grows_in_Brooklyn.html,227813,A Tree Grows in Brooklyn
4.27,3329,0192835084,good_reads:book,https://www.goodreads.com/author/show/2448.Arthur_Conan_Doyle,1892,/genres/classics|/genres/mystery|/genres/fiction|/genres/short-stories|/genres/mystery|/genres/crime|/genres/mystery|/genres/detective|/genres/literature|/genres/adventure|/genres/european-literature|/genres/british-literature|/genres/historical-fiction,dir01/3590.The_Adventures_of_Sherlock_Holmes.html,119128,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)"
4.04,7686,0007205236,good_reads:book,https://www.goodreads.com/author/show/3347.Frank_McCourt,1996,/genres/non-fiction|/genres/autobiography|/genres/memoir|/genres/cultural|/genres/ireland|/genres/classics|/genres/biography|/genres/autobiography|/genres/biography-memoir|/genres/history|/genres/european-literature|/genres/irish-literature|/genres/book-club|/genres/biography,dir01/252577.Angela_s_Ashes.html,316412,"Angela's Ashes (Frank McCourt, #1)"
4.16,5130,0451163966,good_reads:book,https://www.goodreads.com/author/show/7285.Ken_Kesey,1962,/genres/classics|/genres/literature|/genres/psychology|/genres/academic|/genres/school|/genres/literature|/genres/american|/genres/contemporary|/genres/fiction|/genres/mental-health|/genres/mental-illness|/genres/adult-fiction|/genres/classics|/genres/modern-classics,dir01/332613.One_Flew_Over_the_Cuckoo_s_Nest.html,375638,One Flew Over the Cuckoo's Nest
3.98,15207,038549081X,good_reads:book,https://www.goodreads.com/author/show/3472.Margaret_Atwood,1985,/genres/fiction|/genres/science-fiction|/genres/dystopia|/genres/classics|/genres/science-fiction|/genres/feminism|/genres/book-club|/genres/fantasy|/genres/literature|/genres/cultural|/genres/canada|/genres/novels,dir01/38447.The_Handmaid_s_Tale.html,361917,The Handmaid's Tale
3.94,31472,0307265439,good_reads:book,https://www.goodreads.com/author/show/4178.Cormac_McCarthy,2006,/genres/science-fiction|/genres/apocalyptic|/genres/post-apocalyptic|/genres/science-fiction|/genres/dystopia|/genres/horror|/genres/book-club|/genres/literature|/genres/classics|/genres/novels|/genres/contemporary|/genres/science-fiction|/genres/apocalyptic,dir01/6288.The_Road.html,399166,The Road
3.94,9589,0061148512,good_reads:book,https://www.goodreads.com/author/show/4379.Sylvia_Plath,1963,/genres/classics|/genres/fiction|/genres/psychology|/genres/literature|/genres/feminism|/genres/mental-health|/genres/mental-illness|/genres/poetry,dir01/6514.The_Bell_Jar.html,301713,The Bell Jar
3.98,16612,0060786507,good_reads:book,https://www.goodreads.com/author/show/3541.Barbara_Kingsolver,1998,/genres/fiction|/genres/historical-fiction|/genres/cultural|/genres/africa|/genres/book-club|/genres/classics|/genres/literature|/genres/novels|/genres/contemporary|/genres/adult-fiction|/genres/religion,dir01/7244.The_Poisonwood_Bible.html,449361,The Poisonwood Bible
4.17,9775,0316323705,good_reads:book,https://www.goodreads.com/author/show/2001717.Daphne_du_Maurier,1938,/genres/classics|/genres/fiction|/genres/mystery|/genres/romance|/genres/gothic|/genres/book-club|/genres/historical-fiction|/genres/suspense|/genres/literature|/genres/european-literature|/genres/british-literature,dir01/17899948-rebecca.html,216763,Rebecca
4.13,5567,0671727796,good_reads:book,https://www.goodreads.com/author/show/7380.Alice_Walker,1982,/genres/fiction|/genres/historical-fiction|/genres/classics|/genres/literature|/genres/cultural|/genres/african-american|/genres/feminism|/genres/novels|/genres/adult|/genres/adult-fiction|/genres/literature|/genres/american,dir01/11486.The_Color_Purple.html,297036,The Color Purple
3.95,6345,0393312836,good_reads:book,https://www.goodreads.com/author/show/5735.Anthony_Burgess,1962,/genres/classics|/genres/science-fiction|/genres/science-fiction|/genres/dystopia|/genres/literature|/genres/novels|/genres/european-literature|/genres/british-literature|/genres/adult,dir01/227463.A_Clockwork_Orange.html,328471,A Clockwork Orange
